Handle,Title,Vendor,Type,Published,Option1 Name,Option1 Value,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,product.metafields.custom.artisan,product.metafields.custom.concentration,product.metafields.custom.top_notes,product.metafields.custom.heart_notes,product.metafields.custom.base_notes,Body (HTML)
haramain-limited,Limited,Haramain,Parfum,TRUE,Title,Default Title,shopify,65,deny,manual,395,TRUE,TRUE,https://images.unsplash.com/photo-1563170351-be82bc88ea6f?q=80&w=800&auto=format&fit=crop,Haramain,Parfum,Floral,Aromatic,Strong,A masterfully crafted EDP fragrance by Haramain. Perfect for Unisex seeking a Floral scent with Strong longevity.
haramain-exclusive,Exclusive,Haramain,Parfum,TRUE,Title,Default Title,shopify,66,deny,manual,396,TRUE,TRUE,https://images.unsplash.com/photo-1601244840899-72c676afba7b?q=80&w=800&auto=format&fit=crop,Haramain,Parfum,Floral,Aromatic,Strong,A masterfully crafted EDP fragrance by Haramain. Perfect for Unisex seeking a Floral scent with Strong longevity.
haramain-supreme,Supreme,Haramain,Parfum,TRUE,Title,Default Title,shopify,67,deny,manual,397,TRUE,TRUE,https://images.unsplash.com/photo-1616949755610-8c9bbc08f138?q=80&w=800&auto=format&fit=crop,Haramain,Parfum,Floral,Aromatic,Strong,A masterfully crafted EDP fragrance by Haramain. Perfect for Unisex seeking a Floral scent with Strong longevity.
haramain-royal,Royal,Haramain,Parfum,TRUE,Title,Default Title,shopify,68,deny,manual,398,TRUE,TRUE,https://images.unsplash.com/photo-1590156546946-ce55a12a6a5d?q=80&w=800&auto=format&fit=crop,Haramain,Parfum,Floral,Aromatic,Strong,A masterfully crafted EDP fragrance by Haramain. Perfect for Unisex seeking a Floral scent with Strong longevity.
haramain-classic,Classic,Haramain,Parfum,TRUE,Title,Default Title,shopify,69,deny,manual,399,TRUE,TRUE,https://images.unsplash.com/photo-1601007746401-44755f190e29?q=80&w=800&auto=format&fit=crop,Haramain,Parfum,Floral,Aromatic,Strong,A masterfully crafted EDP fragrance by Haramain. Perfect for Unisex seeking a Floral scent with Strong longevity.
haramain-prestige,Prestige,Haramain,Parfum,TRUE,Title,Default Title,shopify,20,deny,manual,400,TRUE,TRUE,https://images.unsplash.com/photo-1608528577891-eb055944f2e7?q=80&w=800&auto=format&fit=crop,Haramain,Parfum,Floral,Aromatic,Strong,A masterfully crafted EDP fragrance by Haramain. Perfect for Unisex seeking a Floral scent with Strong longevity.
haramain-signature,Signature,Haramain,Parfum,TRUE,Title,Default Title,shopify,21,deny,manual,401,TRUE,TRUE,https://images.unsplash.com/photo-1622618991746-fe6004db3a47?q=80&w=800&auto=format&fit=crop,Haramain,Parfum,Floral,Aromatic,Strong,A masterfully crafted EDP fragrance by Haramain. Perfect for Unisex seeking a Floral scent with Strong longevity.
haramain-elite,Elite,Haramain,Parfum,TRUE,Title,Default Title,shopify,22,deny,manual,402,TRUE,TRUE,https://images.unsplash.com/photo-1622618991746-fe6004db3a47?q=80&w=800&auto=format&fit=crop,Haramain,Parfum,Floral,Aromatic,Strong,A masterfully crafted EDP fragrance by Haramain. Perfect for Unisex seeking a Floral scent with Strong longevity.
haramain-intense,Intense,Haramain,Extract,TRUE,Title,Default Title,shopify,23,deny,manual,403,TRUE,TRUE,https://images.unsplash.com/photo-1585386959984-a4155224a1ad?q=80&w=800&auto=format&fit=crop,Haramain,Extract,Floral,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Haramain. Perfect for Unisex seeking a Floral scent with Strong longevity.
haramain-limited,Limited,Haramain,Extract,TRUE,Title,Default Title,shopify,24,deny,manual,404,TRUE,TRUE,https://images.unsplash.com/photo-1598516086708-41c305c08d17?q=80&w=800&auto=format&fit=crop,Haramain,Extract,Floral,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Haramain. Perfect for Unisex seeking a Floral scent with Strong longevity.
haramain-exclusive,Exclusive,Haramain,Extract,TRUE,Title,Default Title,shopify,25,deny,manual,405,TRUE,TRUE,https://images.unsplash.com/photo-1598516086708-41c305c08d17?q=80&w=800&auto=format&fit=crop,Haramain,Extract,Floral,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Haramain. Perfect for Unisex seeking a Floral scent with Strong longevity.
haramain-royal,Royal,Haramain,Extract,TRUE,Title,Default Title,shopify,26,deny,manual,406,TRUE,TRUE,https://images.unsplash.com/photo-1608528577891-eb055944f2e7?q=80&w=800&auto=format&fit=crop,Haramain,Extract,Floral,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Haramain. Perfect for Unisex seeking a Floral scent with Strong longevity.
haramain-classic,Classic,Haramain,Extract,TRUE,Title,Default Title,shopify,27,deny,manual,407,TRUE,TRUE,https://images.unsplash.com/photo-1582211594533-268f4f1edcb9?q=80&w=800&auto=format&fit=crop,Haramain,Extract,Floral,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Haramain. Perfect for Unisex seeking a Floral scent with Strong longevity.
haramain-prestige,Prestige,Haramain,Extract,TRUE,Title,Default Title,shopify,28,deny,manual,408,TRUE,TRUE,https://images.unsplash.com/photo-1582211594533-268f4f1edcb9?q=80&w=800&auto=format&fit=crop,Haramain,Extract,Floral,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Haramain. Perfect for Unisex seeking a Floral scent with Strong longevity.
haramain-signature,Signature,Haramain,Extract,TRUE,Title,Default Title,shopify,29,deny,manual,409,TRUE,TRUE,https://images.unsplash.com/photo-1603569283847-aa295f0d016a?q=80&w=800&auto=format&fit=crop,Haramain,Extract,Floral,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Haramain. Perfect for Unisex seeking a Floral scent with Strong longevity.
haramain-elite,Elite,Haramain,Extract,TRUE,Title,Default Title,shopify,30,deny,manual,410,TRUE,TRUE,https://images.unsplash.com/photo-1588405748880-12d1d2a59f75?q=80&w=800&auto=format&fit=crop,Haramain,Extract,Floral,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Haramain. Perfect for Unisex seeking a Floral scent with Strong longevity.
haramain-limited,Limited,Haramain,Extract,TRUE,Title,Default Title,shopify,31,deny,manual,411,TRUE,TRUE,https://images.unsplash.com/photo-1619994403073-2cec844b8e63?q=80&w=800&auto=format&fit=crop,Haramain,Extract,Floral,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Haramain. Perfect for Unisex seeking a Floral scent with Strong longevity.
haramain-exclusive,Exclusive,Haramain,Extract,TRUE,Title,Default Title,shopify,32,deny,manual,412,TRUE,TRUE,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=800&auto=format&fit=crop,Haramain,Extract,Floral,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Haramain. Perfect for Unisex seeking a Floral scent with Strong longevity.
haramain-royal,Royal,Haramain,Extract,TRUE,Title,Default Title,shopify,33,deny,manual,413,TRUE,TRUE,https://images.unsplash.com/photo-1598516086708-41c305c08d17?q=80&w=800&auto=format&fit=crop,Haramain,Extract,Floral,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Haramain. Perfect for Unisex seeking a Floral scent with Strong longevity.
haramain-classic,Classic,Haramain,Extract,TRUE,Title,Default Title,shopify,34,deny,manual,414,TRUE,TRUE,https://images.unsplash.com/photo-1608528577891-eb055944f2e7?q=80&w=800&auto=format&fit=crop,Haramain,Extract,Floral,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Haramain. Perfect for Unisex seeking a Floral scent with Strong longevity.
haramain-prestige,Prestige,Haramain,Extract,TRUE,Title,Default Title,shopify,35,deny,manual,415,TRUE,TRUE,https://images.unsplash.com/photo-1594913785124-71239c4f5260?q=80&w=800&auto=format&fit=crop,Haramain,Extract,Floral,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Haramain. Perfect for Unisex seeking a Floral scent with Strong longevity.
haramain-signature,Signature,Haramain,Extract,TRUE,Title,Default Title,shopify,36,deny,manual,416,TRUE,TRUE,https://images.unsplash.com/photo-1594035910387-fea47794261f?q=80&w=800&auto=format&fit=crop,Haramain,Extract,Floral,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Haramain. Perfect for Unisex seeking a Floral scent with Strong longevity.
haramain-elite,Elite,Haramain,Extract,TRUE,Title,Default Title,shopify,37,deny,manual,417,TRUE,TRUE,https://images.unsplash.com/photo-1588405748880-12d1d2a59f75?q=80&w=800&auto=format&fit=crop,Haramain,Extract,Floral,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Haramain. Perfect for Unisex seeking a Floral scent with Strong longevity.
creed-aventus,Aventus,Creed,Parfum,TRUE,Title,Default Title,shopify,38,deny,manual,418,TRUE,TRUE,https://images.unsplash.com/photo-1629198688000-71f23e745b6e?q=80&w=800&auto=format&fit=crop,Creed,Parfum,Fruity,Aromatic,Strong,A masterfully crafted EDP fragrance by Creed. Perfect for Unisex seeking a Fruity scent with Strong longevity.
creed-her,Her,Creed,Parfum,TRUE,Title,Default Title,shopify,39,deny,manual,419,TRUE,TRUE,https://images.unsplash.com/photo-1582211594533-268f4f1edcb9?q=80&w=800&auto=format&fit=crop,Creed,Parfum,Floriental,Aromatic,Strong,A masterfully crafted EDP fragrance by Creed. Perfect for Female seeking a Floriental scent with Strong longevity.
creed-water,Water,Creed,Parfum,TRUE,Title,Default Title,shopify,40,deny,manual,420,TRUE,TRUE,https://images.unsplash.com/photo-1585386959984-a4155224a1ad?q=80&w=800&auto=format&fit=crop,Creed,Parfum,Aromatic,Aromatic,Medium,A masterfully crafted EDP fragrance by Creed. Perfect for Unisex seeking a Aromatic scent with Medium longevity.
creed-tweed,Tweed,Creed,Parfum,TRUE,Title,Default Title,shopify,41,deny,manual,421,TRUE,TRUE,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=800&auto=format&fit=crop,Creed,Parfum,Fougere,Aromatic,Medium,A masterfully crafted EDP fragrance by Creed. Perfect for Unisex seeking a Fougere scent with Medium longevity.
creed-imprial,ImpéRial,Creed,Parfum,TRUE,Title,Default Title,shopify,42,deny,manual,422,TRUE,TRUE,https://images.unsplash.com/photo-1619994403073-2cec844b8e63?q=80&w=800&auto=format&fit=crop,Creed,Parfum,Floral,Aromatic,Medium,A masterfully crafted EDP fragrance by Creed. Perfect for Unisex seeking a Floral scent with Medium longevity.
creed-vetiver,Vetiver,Creed,Parfum,TRUE,Title,Default Title,shopify,43,deny,manual,423,TRUE,TRUE,https://images.unsplash.com/photo-1615529183492-c4e047ceb4d5?q=80&w=800&auto=format&fit=crop,Creed,Parfum,Aromatic,Aromatic,Medium,A masterfully crafted EDP fragrance by Creed. Perfect for Unisex seeking a Aromatic scent with Medium longevity.
creed-santal,Santal,Creed,Parfum,TRUE,Title,Default Title,shopify,44,deny,manual,424,TRUE,TRUE,https://images.unsplash.com/photo-1588405748880-12d1d2a59f75?q=80&w=800&auto=format&fit=crop,Creed,Parfum,Spicy,Aromatic,Medium,A masterfully crafted EDP fragrance by Creed. Perfect for Unisex seeking a Spicy scent with Medium longevity.
creed-portugal,Portugal,Creed,Parfum,TRUE,Title,Default Title,shopify,45,deny,manual,425,TRUE,TRUE,https://images.unsplash.com/photo-1598516086708-41c305c08d17?q=80&w=800&auto=format&fit=crop,Creed,Parfum,Woody,Aromatic,Medium,A masterfully crafted EDP fragrance by Creed. Perfect for Unisex seeking a Woody scent with Medium longevity.
creed-water,Water,Creed,Parfum,TRUE,Title,Default Title,shopify,46,deny,manual,426,TRUE,TRUE,https://images.unsplash.com/photo-1598516086708-41c305c08d17?q=80&w=800&auto=format&fit=crop,Creed,Parfum,Tropical,Aromatic,Medium,A masterfully crafted EDP fragrance by Creed. Perfect for Unisex seeking a Tropical scent with Medium longevity.
creed-tabarome,Tabarome,Creed,Parfum,TRUE,Title,Default Title,shopify,47,deny,manual,427,TRUE,TRUE,https://images.unsplash.com/photo-1518331566-07612711ff60?q=80&w=800&auto=format&fit=crop,Creed,Parfum,Woody,Aromatic,Medium,A masterfully crafted EDP fragrance by Creed. Perfect for Unisex seeking a Woody scent with Medium longevity.
creed-himalaya,Himalaya,Creed,Parfum,TRUE,Title,Default Title,shopify,48,deny,manual,428,TRUE,TRUE,https://images.unsplash.com/photo-1615529182904-14819c35db37?q=80&w=800&auto=format&fit=crop,Creed,Parfum,Aromatic,Aromatic,Medium,A masterfully crafted EDP fragrance by Creed. Perfect for Unisex seeking a Aromatic scent with Medium longevity.
creed-viking,Viking,Creed,Parfum,TRUE,Title,Default Title,shopify,49,deny,manual,429,TRUE,TRUE,https://images.unsplash.com/photo-1582211594533-268f4f1edcb9?q=80&w=800&auto=format&fit=crop,Creed,Parfum,Woody,Aromatic,Medium,A masterfully crafted EDP fragrance by Creed. Perfect for Unisex seeking a Woody scent with Medium longevity.
creed-cologne,Cologne,Creed,Parfum,TRUE,Title,Default Title,shopify,50,deny,manual,430,TRUE,TRUE,https://images.unsplash.com/photo-1595425970377-c9703c48657a?q=80&w=800&auto=format&fit=crop,Creed,Parfum,Woody,Aromatic,Medium,A masterfully crafted EDP fragrance by Creed. Perfect for Unisex seeking a Woody scent with Medium longevity.
creed-white,White,Creed,Parfum,TRUE,Title,Default Title,shopify,51,deny,manual,431,TRUE,TRUE,https://images.unsplash.com/photo-1601007746401-44755f190e29?q=80&w=800&auto=format&fit=crop,Creed,Parfum,Floriental,Aromatic,Medium,A masterfully crafted EDP fragrance by Creed. Perfect for Female seeking a Floriental scent with Medium longevity.
creed-flowers,Flowers,Creed,Parfum,TRUE,Title,Default Title,shopify,52,deny,manual,432,TRUE,TRUE,https://images.unsplash.com/photo-1619994403073-2cec844b8e63?q=80&w=800&auto=format&fit=crop,Creed,Parfum,Floriental,Aromatic,Medium,A masterfully crafted EDP fragrance by Creed. Perfect for Female seeking a Floriental scent with Medium longevity.
creed-flower,Flower,Creed,Parfum,TRUE,Title,Default Title,shopify,53,deny,manual,433,TRUE,TRUE,https://images.unsplash.com/photo-1601244840899-72c676afba7b?q=80&w=800&auto=format&fit=crop,Creed,Parfum,Floriental,Aromatic,Medium,A masterfully crafted EDP fragrance by Creed. Perfect for Female seeking a Floriental scent with Medium longevity.
creed-carmina,Carmina,Creed,Parfum,TRUE,Title,Default Title,shopify,54,deny,manual,434,TRUE,TRUE,https://images.unsplash.com/photo-1595425970377-c9703c48657a?q=80&w=800&auto=format&fit=crop,Creed,Parfum,Floriental,Aromatic,Medium,A masterfully crafted EDP fragrance by Creed. Perfect for Female seeking a Floriental scent with Medium longevity.
creed-silk,Silk,Creed,Parfum,TRUE,Title,Default Title,shopify,55,deny,manual,435,TRUE,TRUE,https://images.unsplash.com/photo-1594035910387-fea47794261f?q=80&w=800&auto=format&fit=crop,Creed,Parfum,Floriental,Aromatic,Medium,A masterfully crafted EDP fragrance by Creed. Perfect for Female seeking a Floriental scent with Medium longevity.
creed-eladaria,Eladaria,Creed,Parfum,TRUE,Title,Default Title,shopify,56,deny,manual,436,TRUE,TRUE,https://images.unsplash.com/photo-1590156546946-ce55a12a6a5d?q=80&w=800&auto=format&fit=crop,Creed,Parfum,Floriental,Aromatic,Medium,A masterfully crafted EDP fragrance by Creed. Perfect for Female seeking a Floriental scent with Medium longevity.
creed-aventus,Aventus,Creed,Parfum,TRUE,Title,Default Title,shopify,57,deny,manual,437,TRUE,TRUE,https://images.unsplash.com/photo-1629198688000-71f23e745b6e?q=80&w=800&auto=format&fit=crop,Creed,Parfum,Fruity,Aromatic,Strong,A masterfully crafted EDP fragrance by Creed. Perfect for Unisex seeking a Fruity scent with Strong longevity.
creed-mayfair,Mayfair,Creed,Parfum,TRUE,Title,Default Title,shopify,58,deny,manual,438,TRUE,TRUE,https://images.unsplash.com/photo-1601244840899-72c676afba7b?q=80&w=800&auto=format&fit=crop,Creed,Parfum,Floral,Aromatic,Medium,A masterfully crafted EDP fragrance by Creed. Perfect for Unisex seeking a Floral scent with Medium longevity.
creed-delphinus,Delphinus,Creed,Parfum,TRUE,Title,Default Title,shopify,59,deny,manual,439,TRUE,TRUE,https://images.unsplash.com/photo-1595425970377-c9703c48657a?q=80&w=800&auto=format&fit=crop,Creed,Parfum,Floral,Aromatic,Medium,A masterfully crafted EDP fragrance by Creed. Perfect for Unisex seeking a Floral scent with Medium longevity.
creed-centaurus,Centaurus,Creed,Parfum,TRUE,Title,Default Title,shopify,60,deny,manual,440,TRUE,TRUE,https://images.unsplash.com/photo-1608528577891-eb055944f2e7?q=80&w=800&auto=format&fit=crop,Creed,Parfum,Spicy,Aromatic,Medium,A masterfully crafted EDP fragrance by Creed. Perfect for Unisex seeking a Spicy scent with Medium longevity.
creed-zarian,Zarian,Creed,Parfum,TRUE,Title,Default Title,shopify,61,deny,manual,441,TRUE,TRUE,https://images.unsplash.com/photo-1615529182904-14819c35db37?q=80&w=800&auto=format&fit=crop,Creed,Parfum,Oriental,Aromatic,Medium,A masterfully crafted EDP fragrance by Creed. Perfect for Unisex seeking a Oriental scent with Medium longevity.
versace-parfum,Parfum,Versace,Parfum,TRUE,Title,Default Title,shopify,62,deny,manual,442,TRUE,TRUE,https://images.unsplash.com/photo-1590156546946-ce55a12a6a5d?q=80&w=800&auto=format&fit=crop,Versace,Parfum,Aromatic,Aromatic,Strong,A masterfully crafted EDP fragrance by Versace. Perfect for Men seeking a Aromatic scent with Strong longevity.
versace-flame,Flame,Versace,Parfum,TRUE,Title,Default Title,shopify,63,deny,manual,443,TRUE,TRUE,https://images.unsplash.com/photo-1599305090598-fe179d501227?q=80&w=800&auto=format&fit=crop,Versace,Parfum,Spicy,Aromatic,Medium,A masterfully crafted EDP fragrance by Versace. Perfect for Men seeking a Spicy scent with Medium longevity.
versace-energy,Energy,Versace,Parfum,TRUE,Title,Default Title,shopify,64,deny,manual,444,TRUE,TRUE,https://images.unsplash.com/photo-1616949755610-8c9bbc08f138?q=80&w=800&auto=format&fit=crop,Versace,Parfum,Aromatic,Aromatic,Medium,A masterfully crafted EDP fragrance by Versace. Perfect for Men seeking a Aromatic scent with Medium longevity.
versace-homme,Homme,Versace,Cologne,TRUE,Title,Default Title,shopify,65,deny,manual,445,TRUE,TRUE,https://images.unsplash.com/photo-1518331566-07612711ff60?q=80&w=800&auto=format&fit=crop,Versace,Cologne,Aquatic,Aromatic,Medium,A masterfully crafted EDT fragrance by Versace. Perfect for Men seeking a Aquatic scent with Medium longevity.
versace-fraiche,Fraiche,Versace,Cologne,TRUE,Title,Default Title,shopify,66,deny,manual,446,TRUE,TRUE,https://images.unsplash.com/photo-1619994403073-2cec844b8e63?q=80&w=800&auto=format&fit=crop,Versace,Cologne,Aquatic,Aromatic,Light,A masterfully crafted EDT fragrance by Versace. Perfect for Men seeking a Aquatic scent with Light longevity.
versace-homme,Homme,Versace,Cologne,TRUE,Title,Default Title,shopify,67,deny,manual,447,TRUE,TRUE,https://images.unsplash.com/photo-1518331566-07612711ff60?q=80&w=800&auto=format&fit=crop,Versace,Cologne,Aromatic,Aromatic,Light,A masterfully crafted EDT fragrance by Versace. Perfect for Men seeking a Aromatic scent with Light longevity.
versace-noir,Noir,Versace,Cologne,TRUE,Title,Default Title,shopify,68,deny,manual,448,TRUE,TRUE,https://images.unsplash.com/photo-1603569283847-aa295f0d016a?q=80&w=800&auto=format&fit=crop,Versace,Cologne,Floral,Aromatic,Medium,A masterfully crafted EDT fragrance by Versace. Perfect for Female seeking a Floral scent with Medium longevity.
versace-crystal,Crystal,Versace,Parfum,TRUE,Title,Default Title,shopify,69,deny,manual,449,TRUE,TRUE,https://images.unsplash.com/photo-1601244840899-72c676afba7b?q=80&w=800&auto=format&fit=crop,Versace,Parfum,Floriental,Aromatic,Medium,A masterfully crafted EDP fragrance by Versace. Perfect for Female seeking a Floriental scent with Medium longevity.
versace-diamond,Diamond,Versace,Parfum,TRUE,Title,Default Title,shopify,20,deny,manual,150,TRUE,TRUE,https://images.unsplash.com/photo-1592945403244-b3fbafd7f539?q=80&w=800&auto=format&fit=crop,Versace,Parfum,Floriental,Aromatic,Medium,A masterfully crafted EDP fragrance by Versace. Perfect for Female seeking a Floriental scent with Medium longevity.
